,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category
GO:0099177,GO:0099177,regulation of trans-synaptic signaling,79/2052,180/6295,0.000862753251042583,0.0065775041432696,0.0047774284321373,FAM107A/CELF4/ARC/MAPT/GRID1/RAPSN/WNT3A/CLSTN2/FGF14/ADGRB1/GRIK2/EDN1/DGKE/MCTP1/RIMS3/GDNF/LILRB2/SYT11/GRIN2C/LRRK2/DRD1/CUBN/APOE/SNCG/PRKCB/PLCB4/GUCY1B1/LRRTM2/PCDH17/MEF2C/PLCL1/GPER1/CACNA2D2/ARRB2/LRRC4/HRH2/GUCY1A1/RIMS2/JPH4/SCGN/LAMA2/P2RY1/NTRK2/NTNG1/CASK/CNTN4/NTNG2/CD38/HTR1B/ADRB2/PLCB1/SEPT5/KCNJ10/APBA1/NFATC4/CX3CR1/PRKAR2B/CDH11/PRRT2/SIPA1L1/ACHE/ADORA2A/CALM1/CX3CL1/GRID2IP/PRKCZ/KISS1/JPH3/CRH/LRP8/NEURL1/SYT12/SHANK1/TNR/NTF4/DRD2/ACP4/CDH2/RELN,79,BP
GO:0032409,GO:0032409,regulation of transporter activity,52/2052,110/6295,0.000871921262117661,0.00663522498919209,0.00481935272506523,LRRC38/ARC/SCN1B/CACNB4/ABCC8/FGF14/ADRA2A/MIR30C2/ANK2/RGN/LRRC55/CTSS/GSG1L/KCNAB1/TRPC6/MMP9/RYR2/FHL1/MYO5A/KCNS2/SCN4B/MEF2C/CLIC2/TMSB4X/PDE4B/HECW2/JPH4/FXYD2/RRAD/NOS1AP/PTAFR/CACNB1/ADRB2/CACNA2D1/RGS9/STAC2/EHD3/EPO/CALM1/SLN/JPH3/GLRX/CRH/SHANK1/MTNR1B/ABCB1/REM2/GEM/WNK4/DRD2/APOA2/RELN,52,BP
GO:0033627,GO:0033627,cell adhesion mediated by integrin,19/2052,31/6295,0.000939991857434491,0.0070883233532492,0.00514845096048273,PDE3B/PIK3CG/SYK/NEXMIF/ICAM1/ITGB2/NCKAP1L/FERMT3/ITGBL1/P2RY12/CXCL13/FBN1/VTN/PODXL/ACER2/ITGB3/CYP1B1/CCL5/NOV,19,BP
GO:0051952,GO:0051952,regulation of amine transport,19/2052,31/6295,0.000939991857434491,0.0070883233532492,0.00514845096048273,ADRA2A/GDNF/SYT11/DRD1/SYT15/SNCG/SYT3/P2RY12/P2RY1/ADRA2B/ARG1/HTR1B/SYT6/ADORA2A/CRH/SYT12/DRD2/SLC38A3/LEP,19,BP
GO:0031589,GO:0031589,cell-substrate adhesion,70/2052,157/6295,0.000992726586677149,0.00747242566602093,0.00542743540046412,FAM107A/ABI3BP/PDPN/OTOA/APOD/EDA/VWF/ECM2/NEXMIF/MMRN2/PECAM1/SIGLEC1/CD36/RADIL/FBLN5/LYVE1/ITGB2/PARVG/CD44/SPOCK1/CSF1/GAS6/NDNF/PTPRO/EMID1/MYOC/COL5A3/CD34/CASS4/ARHGAP6/FERMT3/CCDC80/ITGBL1/EPHA3/ANTXR1/SEMA3E/ITGAL/VTN/PEAK1/BVES/CASK/RAC2/SMOC2/MYO1G/JAG1/FOXF1/APOA1/WNT4/TEK/THBS1/EGFL6/ANGPT2/ACER2/EMILIN3/CX3CL1/BCL6/PRKCZ/CEACAM6/CCL28/SRCIN1/L1CAM/CALR/CD63/WNT1/ITGB3/LYPD3/LIMCH1/ITGA8/CCR7/CD96,70,BP
GO:0098657,GO:0098657,import into cell,142/2052,352/6295,0.00101368352716762,0.00760262645375717,0.00552200393765832,RAMP3/C4BPB/STAB2/SLAMF1/ARC/FCGR2B/WNT3A/CFI/CD22/CXCL16/TLR2/FOLR2/CCL2/FCGR2A/KCNJ5/FCER1G/ADGRB1/PIK3CG/KCNJ16/C2/HTR2B/CRP/LILRB1/CD300LF/ATP12A/MCTP1/HBB/SCAMP5/ARHGAP25/GDNF/CD163L1/SLC9A9/ANK2/FCGR1A/SYK/NCF2/KCNJ2/SYT11/PECAM1/GSG1L/CD163/SIGLEC1/CD36/LRRK2/ITGB2/PSTPIP1/MARCO/DRD1/CD14/ITGAM/NCKAP1L/PTPRC/HCK/DOCK2/GAS6/AIF1/CD93/FCGR1B/CUBN/ABCC9/APOE/WAS/LRRTM2/CAMK1D/MRC1/FPR2/EPHA3/ARRB2/EFNB2/BICD1/TREM2/MSR1/ENPP2/LY75/TRPM2/CD300A/SLC1A7/STAB1/ITGAL/FCN3/APOL1/SLC8A1/VTN/ENPP1/FXYD2/LRP6/SBSPON/CLEC7A/CD5L/SLC12A2/CD209/RAMP2/RHOJ/MYO1G/HTR1B/ADRB2/SFTPD/FGR/SLC22A3/APOA1/KCNJ10/HCN4/CD302/CACNA2D1/SRPX/VAV1/THBS1/C3/TMPRSS13/SLC3A2/ACHE/ADORA2A/MESD/GULP1/CALM1/SLC1A6/LRP1B/SAA1/HSP90B1/SNAP91/HCN2/SLC12A3/SLC7A2/SCARB1/KCNJ6/TGM2/CALR/TGFB1/APOA5/LRP8/CD63/SNX10/TF/ITGB3/SLC9A2/TFR2/SLC39A8/HYOU1/DRD2/TMPRSS2/LBP/LEP,142,BP
GO:0010324,GO:0010324,membrane invagination,18/2052,29/6295,0.00103686914175086,0.00773463426207327,0.00561788496532119,FCGR2B/FCER1G/ADGRB1/ARHGAP25/FCGR1A/SYT11/CD36/ITGB2/ITGAM/NCKAP1L/AIF1/TREM2/MSR1/CD300A/SPIRE1/THBS1/C3/GULP1,18,BP
GO:2001023,GO:2001023,regulation of response to drug,18/2052,29/6295,0.00103686914175086,0.00773463426207327,0.00561788496532119,GDNF/IL10/SYT11/GABRA4/LRRK2/DRD1/SYT15/SNCG/SYT3/HGF/ARG1/HTR1B/SYT6/ADORA2A/CRH/SYT12/DRD2/HMGA2,18,BP
GO:0046394,GO:0046394,carboxylic acid biosynthetic process,77/2052,176/6295,0.00111445996124545,0.00812450476889363,0.00590105900878283,ACSM5/CYP1A2/GAD1/IDO1/CH25H/ASPA/GGTA1P/CBFA2T3/CYP1A1/DPYD/MIR30C2/HPGDS/EDN1/PLA2G4A/IGF1/LPL/TBXAS1/RGN/SYK/AKR1C3/LIPC/ACADL/HYAL1/ALOX5AP/ELOVL3/HOGA1/MYO5A/CYP27A1/PLA2G5/CD74/BHMT2/CYP2E1/SDS/PRKAA2/HK3/PTGDS/ALOX15B/PDK4/CEMIP/CARNS1/ACSM4/HAAO/ACOT12/NAT8L/EPHX2/GATM/GCK/DCN/CYP46A1/CYP39A1/PRXL2B/NAALAD2/TECR/GADL1/ACSM1/EDN2/ALOXE3/CDO1/PGM1/HACD1/MYOG/INSR/PFKP/TGFB1/APOA5/CBS/OLAH/HK2/MLXIPL/GPT2/AGXT2/KYNU/AKR1D1/FADS6/DHRS9/ABCB11/PKLR,77,BP
GO:0007416,GO:0007416,synapse assembly,36/2052,71/6295,0.00111809678858668,0.00812450476889363,0.00590105900878283,MUSK/WNT3A/CLSTN2/TLR2/PCDHB16/NRCAM/ADGRB1/CNTN5/LRTM2/ERBB4/LRRC4B/PCDHB13/DRD1/LRRTM2/PCDH17/MEF2C/ADGRB2/EFNB2/PTPRD/LRTM1/NTRK2/ASIC2/SLITRK4/NTNG2/SRPX2/PCDHB11/PCDHB14/DSCAM/ACHE/TPBG/SHANK1/CBLN2/DRD2/ADGRL3/ADD2/CDH2,36,BP
GO:0002724,GO:0002724,regulation of T cell cytokine production,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,IL18/NLRP3/SASH3/IL18R1/ARG1/TBX21/IL6/PRKCZ/CLC,9,BP
GO:0009190,GO:0009190,cyclic nucleotide biosynthetic process,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,ADCY2/GUCY1A2/GUCY1B1/ADCY4/ADCY3/GUCY1A1/ADORA2A/NPPB/ADCY5,9,BP
GO:0032490,GO:0032490,detection of molecule of bacterial origin,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,TLR2/TLR1/TLR6/TLR4/NOD2/TREM2/LY96/SCARB1/LBP,9,BP
GO:0052652,GO:0052652,cyclic purine nucleotide metabolic process,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,ADCY2/GUCY1A2/GUCY1B1/ADCY4/ADCY3/GUCY1A1/ADORA2A/NPPB/ADCY5,9,BP
GO:0072010,GO:0072010,glomerular epithelium development,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,PROM1/PECAM1/FOXC1/PTPRO/CD34/JAG1/PODXL/KLF15/BASP1,9,BP
GO:1901739,GO:1901739,regulation of myoblast fusion,9/2052,11/6295,0.00113245483173333,0.00812450476889363,0.00590105900878283,ADGRB1/MYOD1/CD53/TNFSF14/NFATC2/CXCL10/MYOG/RIPOR2/GDF15,9,BP
GO:0035637,GO:0035637,multicellular organismal signaling,38/2052,76/6295,0.00115682957999924,0.00825880911494303,0.00599860807715287,SCN1A/OTOA/NFASC/SCN1B/SCN9A/SCN2A/MAG/KCNJ5/NRCAM/CACNA1H/GRIK2/ANK2/SCN7A/SCN11A/KCNJ2/DRD1/RYR2/KCNH2/KCNQ1/SCN4B/GPER1/GJC1/SLC8A1/SCN3A/CACNA1C/NTRK2/KCNK3/GPR88/HCN4/CACNA2D1/NKX2-5/EHD3/CALM1/CACNA1I/GBA/KCNN2/MTNR1B/TNR,38,BP
GO:0006690,GO:0006690,icosanoid metabolic process,25/2052,45/6295,0.00119862498753898,0.00849878297478576,0.00617290792037767,CYP1A2/TLR2/GGTA1P/CYP1A1/HPGDS/EDN1/PLA2G4A/TBXAS1/SYK/AKR1C3/ALOX5AP/PLA2G5/CD74/CYP2E1/PTGDS/ALOX15B/AKR1C2/EPHX2/PRXL2B/CYP2U1/DAGLA/EDN2/CYP2C18/ALOXE3/CYP1B1,25,BP
GO:0018212,GO:0018212,peptidyl-tyrosine modification,84/2052,195/6295,0.00120068569474579,0.00849889107609668,0.00617298643743598,FGF10/IL12RB2/FGF7/TGFA/MUSK/IL18/TNFRSF14/WNT3A/ADRA2A/HBEGF/IGF1/SYK/KITLG/ICAM1/TNFSF18/PECAM1/CD36/ERBB4/AREG/AFAP1L2/ITGB2/CD44/PTPRC/HCK/CD4/GAS6/FGF9/CD74/ACE/SLA/CASS4/BMX/OSM/EPHA3/ARRB2/SAMSN1/EFNB2/TREM2/ZAP70/ENPP2/CD300A/HGF/VTN/CD40/PEAK1/NTRK2/BTC/JAK3/IL15/ALKAL2/IL6ST/CSHL1/PDGFRB/IL24/PDGFC/CSH1/FGR/LTK/EPHA5/PTK6/TEK/IL6/CNTRL/TNK1/EPO/SH3BP5/CBLB/FLT1/PRKCZ/TDGF1/RIPK2/SRCIN1/INSR/TGFB1/LRP8/NEURL1/ITGB3/EREG/CCL5/GATA1/SRMS/NCF1/LEP/RELN,84,BP
GO:0006909,GO:0006909,phagocytosis,55/2052,119/6295,0.00122437069057096,0.00864846991240244,0.00628162980273806,C4BPB/SLAMF1/FCGR2B/TLR2/CCL2/FCGR2A/FCER1G/ADGRB1/C2/CRP/CD300LF/ARHGAP25/FCGR1A/SYK/NCF2/SYT11/PECAM1/CD36/ITGB2/MARCO/CD14/ITGAM/NCKAP1L/PTPRC/HCK/DOCK2/GAS6/AIF1/CD93/WAS/CAMK1D/TREM2/MSR1/CD300A/ITGAL/FCN3/CLEC7A/MYO1G/SFTPD/FGR/CD302/SRPX/VAV1/THBS1/C3/ADORA2A/MESD/GULP1/SCARB1/TGM2/CALR/TGFB1/ITGB3/LBP/LEP,55,BP
GO:1901568,GO:1901568,fatty acid derivative metabolic process,33/2052,64/6295,0.00122864342216542,0.00864846991240244,0.00628162980273806,CYP1A2/HMGCLL1/TLR2/GGTA1P/CYP1A1/HPGDS/EDN1/PLA2G4A/TBXAS1/SYK/AKR1C3/ACSS3/ALOX5AP/ELOVL3/PLA2G5/CD74/CYP2E1/PTGDS/ALOX15B/AKR1C2/EPHX2/PRXL2B/CYP2U1/DAGLA/TECR/ACSL6/EDN2/CYP2C18/ALOXE3/HACD1/CYP1B1/HMGCS2/ACSBG2,33,BP
GO:1903169,GO:1903169,regulation of calcium ion transmembrane transport,35/2052,69/6295,0.00129187519767286,0.00902141419551382,0.00655250984825844,RAMP3/CACNB4/FGF14/ADRA2A/PIK3CG/ANK2/RGN/F2RL3/DRD1/RYR2/MYO5A/GPER1/CLIC2/PDE4B/JPH4/CEMIP/SLC8A1/CACNA1C/CXCL10/APLNR/RRAD/NOS1AP/CACNB1/GJC2/CACNA2D1/STAC2/EHD3/CALM1/CX3CL1/SLN/JPH3/TGFB1/REM2/GEM/DRD2,35,BP
GO:0002833,GO:0002833,positive regulation of response to biotic stimulus,10/2052,13/6295,0.00134124658828208,0.00925727504038546,0.00672382229166764,LY86/CD180/BMP6/HAVCR2/CD226/LY96/ARG1/SIGLEC16/RIPK2/NLRP10,10,BP
GO:0098581,GO:0098581,detection of external biotic stimulus,10/2052,13/6295,0.00134124658828208,0.00925727504038546,0.00672382229166764,TLR2/TLR1/TLR6/TLR4/NOD2/TREM2/LY96/CD1D/SCARB1/LBP,10,BP
GO:0048762,GO:0048762,mesenchymal cell differentiation,47/2052,99/6295,0.00135389637081625,0.00931951997955949,0.00676903256226412,FGF10/WNT10A/TMEM100/PDPN/BMP5/HTR2B/RGCC/EDN1/RANBP3L/GDNF/KITLG/HEY2/ERBB4/TCF21/WNT2/SEMA3C/FOXC1/SEMA3A/SEMA6B/MEF2C/HEYL/GBX2/LDLRAD4/SPRY1/EPHA3/LEF1/SEMA3E/ZEB2/HGF/LRP6/SEMA3G/TGFB3/FOXF2/JAG1/TBX5/EDNRA/ELL3/PHLDB1/WNT4/SEMA6D/CRB2/TGFB1/CYP26C1/ENG/PAX2/FAM83D/HMGA2,47,BP
GO:0051353,GO:0051353,positive regulation of oxidoreductase activity,14/2052,21/6295,0.00140633172348088,0.00961070445898531,0.00698052813576817,HTR2B/EDN1/GDNF/RGN/NOD2/RIPK3/APOE/NOS1AP/FCER2/AGTR1/EDN2/CALM1/SCARB1/TERT,14,BP
GO:0071827,GO:0071827,plasma lipoprotein particle organization,14/2052,21/6295,0.00140633172348088,0.00961070445898531,0.00698052813576817,LPL/LIPC/PLA2G7/PLA2G5/APOE/PRKACB/PLA2G2A/AGTR1/SOAT2/APOA1/PLTP/SCARB1/APOA5/APOA2,14,BP
GO:0015872,GO:0015872,dopamine transport,11/2052,15/6295,0.00145051889812731,0.00981580785296251,0.00712950056734271,GDNF/SYT11/DRD1/SYT15/SNCG/SYT3/HTR1B/SLC22A3/SYT6/SYT12/DRD2,11,BP
GO:0042590,GO:0042590,antigen processing and presentation of exogenous peptide antigen via MHC class I,11/2052,15/6295,0.00145051889812731,0.00981580785296251,0.00712950056734271,HLA-F/FCER1G/HLA-A/FCGR1A/HLA-B/CLEC4A/CD36/FCGR1B/LNPEP/PDIA3/CALR,11,BP
GO:0002820,GO:0002820,negative regulation of adaptive immune response,13/2052,19/6295,0.00146320681748174,0.00985352403020521,0.00715689490014525,CR1/C4BPB/FCGR2B/LILRB1/IL33/IL1RL1/PTPRC/HAVCR2/SAMSN1/JAK3/ARG1/TBX21/BCL6,13,BP
GO:0022414,GO:0022414,reproductive process,190/2052,490/6295,0.00156909165073236,0.01038149014139,0.00754037171077719,FGF10/ZBTB16/IDO1/CELF4/GLRB/SLC22A16/BMP5/TDRD6/PDE3A/ABCC8/SERPINB5/FOLR2/PTGFR/ADAMTS2/CYP1A1/CACNA1H/HPGDS/ZMYND15/HSD17B2/EDN1/IGF1/RNF212/SELENOP/IL10/RGN/KITLG/DDO/ICAM1/SPATA6/HEY2/AKR1C3/SPP1/LRRK2/TCF21/TRPC6/AREG/MMP9/TEX11/DRD1/WNT2/CSF1/FOXC1/SYNE1/SLIT3/SEMA3A/FGF9/H1FNT/LGALS9/PCYT1B/SSTR1/DBH/ACE/BMP6/IGFBP2/HAVCR2/PLAC1/SPATA46/PRKACB/RSPO3/LEF1/ARRB2/ANTXR1/ADCY3/CCNB3/TAC3/RNF17/GDF7/PRDM9/LRMP/TRIM36/NPHP1/MMP7/MAMLD1/ALOX15B/LRP6/P2RY1/PDE5A/SPIRE1/BIK/CADM1/B4GALNT1/IGFBP5/RECK/PTAFR/MYOCD/SYCE1/IGFBP7/ANTXR2/CFAP54/TGFB3/ADRA2B/DACH1/ARG1/TDRD5/FOXF2/RAMP2/BNC1/PDGFRB/CD38/WNT9B/PGR/TDRD7/DCN/GABRB1/SYCP2/STC1/ZAN/CCND1/PLCB1/ELL3/CRIP1/HOXA11/SYT6/GATA4/WNT4/LRRC6/HVCN1/SLIT2/BMPR1B/SEPT4/ZNF35/ID4/SPATA9/ANGPT2/AMHR2/FOXL2/LNPEP/NR6A1/NME8/EPO/CEBPA/PIWIL3/THBD/SPINK2/PAEP/PSG2/CYP19A1/ODF3/LYZL6/MAFF/ZP1/PTPRN/BCL6/MMP2/FSTL3/HTRA1/KISS1/NECTIN3/INSR/STS/PSG11/CALR/TGFB1/NOS3/SPAG4/CRH/BASP1/NEURL1/SDC1/HSPA5/PSG4/MGST1/DAZL/EREG/ADAM29/DUSP13/TEX14/RLN1/GATA1/FSHR/SLCO4C1/INSL4/PSG6/PSG1/PSG5/PSG9/INHBA/SLC38A3/PSG3/LHB/KLF1/CGB7/CGB3/INHA/ANG/HAND1/ACSBG2/PSG7/LEP/ALPL,190,BP
GO:0000003,GO:0000003,reproduction,190/2052,491/6295,0.00175411164371113,0.0115504498884623,0.00838942043960265,FGF10/ZBTB16/IDO1/CELF4/GLRB/SLC22A16/BMP5/TDRD6/PDE3A/ABCC8/SERPINB5/FOLR2/PTGFR/ADAMTS2/CYP1A1/CACNA1H/HPGDS/ZMYND15/HSD17B2/EDN1/IGF1/RNF212/SELENOP/IL10/RGN/KITLG/DDO/ICAM1/SPATA6/HEY2/AKR1C3/SPP1/LRRK2/TCF21/TRPC6/AREG/MMP9/TEX11/DRD1/WNT2/CSF1/FOXC1/SYNE1/SLIT3/SEMA3A/FGF9/H1FNT/LGALS9/PCYT1B/SSTR1/DBH/ACE/BMP6/IGFBP2/HAVCR2/PLAC1/SPATA46/PRKACB/RSPO3/LEF1/ARRB2/ANTXR1/ADCY3/CCNB3/TAC3/RNF17/GDF7/PRDM9/LRMP/TRIM36/NPHP1/MMP7/MAMLD1/ALOX15B/LRP6/P2RY1/PDE5A/SPIRE1/BIK/CADM1/B4GALNT1/IGFBP5/RECK/PTAFR/MYOCD/SYCE1/IGFBP7/ANTXR2/CFAP54/TGFB3/ADRA2B/DACH1/ARG1/TDRD5/FOXF2/RAMP2/BNC1/PDGFRB/CD38/WNT9B/PGR/TDRD7/DCN/GABRB1/SYCP2/STC1/ZAN/CCND1/PLCB1/ELL3/CRIP1/HOXA11/SYT6/GATA4/WNT4/LRRC6/HVCN1/SLIT2/BMPR1B/SEPT4/ZNF35/ID4/SPATA9/ANGPT2/AMHR2/FOXL2/LNPEP/NR6A1/NME8/EPO/CEBPA/PIWIL3/THBD/SPINK2/PAEP/PSG2/CYP19A1/ODF3/LYZL6/MAFF/ZP1/PTPRN/BCL6/MMP2/FSTL3/HTRA1/KISS1/NECTIN3/INSR/STS/PSG11/CALR/TGFB1/NOS3/SPAG4/CRH/BASP1/NEURL1/SDC1/HSPA5/PSG4/MGST1/DAZL/EREG/ADAM29/DUSP13/TEX14/RLN1/GATA1/FSHR/SLCO4C1/INSL4/PSG6/PSG1/PSG5/PSG9/INHBA/SLC38A3/PSG3/LHB/KLF1/CGB7/CGB3/INHA/ANG/HAND1/ACSBG2/PSG7/LEP/ALPL,190,BP
GO:0060402,GO:0060402,calcium ion transport into cytosol,35/2052,70/6295,0.0017856089249944,0.0117392485496072,0.00852655027974507,MCOLN2/RAMP3/TRPA1/P2RX5/MCOLN3/HTR2B/ANK2/GRIN2C/F2RL3/DRD1/RYR2/PTPRC/CD4/MYO5A/CCL3/GPER1/CLIC2/TRPM2/JPH4/CEMIP/SLC8A1/CACNA1C/CXCL10/APLNR/CACNA2D1/RASA3/EPO/CALM1/CX3CL1/ERO1A/JPH3/TGFB1/DRD2/CCR7/P2RX2,35,BP
GO:0030239,GO:0030239,myofibril assembly,18/2052,30/6295,0.00180839819205853,0.0118329047055169,0.0085945754109106,MYH11/EDN1/TNNT1/MEF2C/MYBPC2/ANKRD1/MYPN/IGSF22/PDGFRB/LMOD3/LDB3/NKX2-5/KLHL41/LMOD1/NRAP/OBSCN/TMOD1/MYH6,18,BP
GO:0046849,GO:0046849,bone remodeling,18/2052,30/6295,0.00180839819205853,0.0118329047055169,0.0085945754109106,SYK/SPP1/DCSTAMP/SIGLEC15/PDK4/LRP6/TGFB3/RAC2/TNFRSF11A/CD38/HTR1B/ADRB2/IL6/NOTCH2/TGFB1/SNX10/ITGB3/LEP,18,BP
GO:0043312,GO:0043312,neutrophil degranulation,99/2052,238/6295,0.00186167789562595,0.0121242502450248,0.00880618796693546,CR1/NFASC/PTPRB/AOC1/TLR2/C5AR1/FCGR2A/RAB37/VNN1/LAIR1/FCER1G/C3AR1/CXCL1/HBB/GPR84/CTSG/LILRB2/FPR1/SYK/SIGLEC9/CFD/CTSS/PECAM1/ADA2/CD36/ATP8A1/NFAM1/MMP9/CAMP/CD53/ITGB2/CD44/ALDH3B1/TYROBP/CD14/ITGAM/NCKAP1L/PTPRC/CD33/KCNAB2/DOCK2/CD93/PTPRN2/CYBB/PRG2/LILRB3/TTR/LYZ/CHI3L1/FPR2/ARHGAP9/HSPA6/HK3/GMFG/SERPINA1/LRMP/TMEM173/TRPM2/ITGAX/CD300A/HRNR/CHIT1/ITGAL/MNDA/DOK3/PPBP/PTAFR/ARG1/MMP8/ENPP4/BST2/FGR/PKP1/ATP8B4/FTL/HVCN1/C3/FUCA1/PGM2/S100P/LAMP2/NEU1/ERP44/PGM1/DNAJC3/TICAM2/GLA/CEACAM6/SERPINB12/CEACAM8/QPCT/LRG1/CD63/MGST1/SELL/SLCO4C1/RAB44/LTF/FCGR3B,99,BP
GO:0050807,GO:0050807,regulation of synapse organization,42/2052,88/6295,0.00210228188221963,0.0136058897517485,0.00988234490297373,MUSK/ARC/FCGR2B/RAPSN/WNT3A/CLSTN2/TLR2/NRCAM/ADGRB1/IL10/LILRB2/LRTM2/LRRK2/ARHGAP44/LRRC4B/PTPRO/APOE/LRRTM2/MEF2C/ADGRB2/LRRC4/PTPRD/LRTM1/NTRK2/ASIC2/SLITRK4/NTNG2/SRPX2/C1QL3/NFATC4/SIPA1L1/MESD/TPBG/SRCIN1/LRP8/NEURL1/CAMKV/CBLN2/DRD2/ADGRL3/CDH2/RELN,42,BP
GO:0001776,GO:0001776,leukocyte homeostasis,20/2052,35/6295,0.00232902715243578,0.0148878581821087,0.0108134750543051,TNFSF13B/FCER1G/KITLG/DOCK10/NCKAP1L/LGALS9/RIPK3/CD74/MEF2C/PDE4B/GPR183/TNFSF14/PIK3CD/GAPT/JAK3/ITPKB/IL6/SH2B2/TGFB1/SPTA1,20,BP
GO:0071260,GO:0071260,cellular response to mechanical stimulus,20/2052,35/6295,0.00232902715243578,0.0148878581821087,0.0108134750543051,TLR8/PDE2A/MAG/TLR7/CASP5/KCNJ2/TLR4/FAS/PTGER4/CASP1/BMP6/TNFSF14/MMP7/ANKRD1/CD40/TNFRSF10A/TGFB1/PIEZO2/RIPOR2/ENG,20,BP
GO:0090287,GO:0090287,regulation of cellular response to growth factor stimulus,52/2052,114/6295,0.00234431346615167,0.0149625536894934,0.0108677285268928,FGF10/FGFBP1/NBL1/MMRN2/FOXD1/BMPER/VEGFC/FGF9/NRROS/DKK3/PRKCB/DOK5/LDLRAD4/SPRY1/CXCL13/TOB1/FBN1/VTN/MYOCD/CASK/TGFB3/ZNF423/SMOC2/TMEM204/DCN/FAM20C/HHEX/ZEB1/GATA4/WNT4/RUNX2/PTP4A3/SLIT2/ADGRA2/THBS1/NREP/CRB2/HTRA4/FLT1/CIDEA/FSTL3/HTRA1/GREM2/LRG1/TGFB1/CD63/WNT1/HSPA5/ITGB3/CCBE1/ENG/ITGA8,52,BP
GO:0048863,GO:0048863,stem cell differentiation,43/2052,91/6295,0.0023844704604706,0.0151955134405757,0.0110369338233278,WNT10A/WNT3A/HTR2B/EDN1/GDNF/A2M/KITLG/ERBB4/SOX18/SEMA3C/PTPRC/FOXC1/SEMA3A/ACE/SEMA6B/MEF2C/SOX5/GBX2/SEMA3E/MYB/ZEB2/LRP6/BATF/TBX2/MYOCD/SEMA3G/POU6F2/JAG1/TBX5/EDNRA/PRICKLE1/ELL3/GATA4/RUNX2/SEMA6D/NKX2-5/RBM24/CYP26C1/GATA1/EPCAM/NTF4/PAX2/HMGA2,43,BP
GO:0009581,GO:0009581,detection of external stimulus,23/2052,42/6295,0.00240893462222841,0.0152811043593268,0.0110991009432364,SCN1A/TRPA1/RP1/CACNA2D4/PKD1L3/BEST1/ARRB2/CABP4/PKD2L1/PDE6B/ASIC2/GPR88/PDE6G/FOXF1/COL11A1/PDE6C/CALM1/RHO/NMT2/GNGT1/PIEZO2/GUCA1A/ANO1,23,BP
GO:1901606,GO:1901606,alpha-amino acid catabolic process,23/2052,42/6295,0.00240893462222841,0.0152811043593268,0.0110991009432364,GAD1/IDO1/IDO2/ASPA/HMGCLL1/AMDHD1/DDO/HOGA1/SDS/CARNS1/HAAO/ARG1/PRODH/GCAT/CDO1/CRYM/NOS3/CBS/SLC25A21/DAO/GPT2/AGXT2/KYNU,23,BP
GO:0009410,GO:0009410,response to xenobiotic stimulus,48/2052,104/6295,0.00252663503572027,0.0159789476003314,0.0116059643473684,CYP1A2/PENK/PDE2A/AOC1/CYP1A1/EDN1/CYP2R1/ICAM1/SULT1A1/DRD1/RYR2/FMO1/CES1/AIF1/AOC3/DBH/CYP2E1/PRKACB/SLC8A1/AKR1C1/PTAFR/EPHX2/ARG1/HTR1B/CYP46A1/FBXO32/NR4A2/RGS9/PRKAR2B/CYP2U1/ACSM1/CYP2C18/ADORA2A/EPO/CALM1/CDO1/GBA/TGFB1/CRH/HSPA5/MGST1/CYP1B1/CYP26A1/AADAC/TACR3/DRD2/ADGRL3/RORC,48,BP
GO:0098659,GO:0098659,inorganic cation import across plasma membrane,19/2052,33/6295,0.00265046684239068,0.0166354829760321,0.0120828246734522,RAMP3/KCNJ5/KCNJ16/ATP12A/SLC9A9/KCNJ2/ABCC9/TRPM2/SLC8A1/FXYD2/SLC12A2/KCNJ10/HCN4/CACNA2D1/HCN2/SLC12A3/KCNJ6/SLC9A2/SLC39A8,19,BP
GO:0099587,GO:0099587,inorganic ion import across plasma membrane,19/2052,33/6295,0.00265046684239068,0.0166354829760321,0.0120828246734522,RAMP3/KCNJ5/KCNJ16/ATP12A/SLC9A9/KCNJ2/ABCC9/TRPM2/SLC8A1/FXYD2/SLC12A2/KCNJ10/HCN4/CACNA2D1/HCN2/SLC12A3/KCNJ6/SLC9A2/SLC39A8,19,BP
GO:0009268,GO:0009268,response to pH,14/2052,22/6295,0.0027133734245247,0.0169026485440781,0.0122768746281264,ABCC8/PKD1L3/CTSS/GPR65/HYAL1/GPR4/PKD2L1/GPR68/ASIC2/HVCN1/ACER1/RAB11FIP5/GBA/SLC38A3,14,BP
GO:0010043,GO:0010043,response to zinc ion,14/2052,22/6295,0.0027133734245247,0.0169026485440781,0.0122768746281264,SLC30A8/ABCC8/HAMP/SLC30A4/KCNK3/HAAO/ARG1/CRIP1/HVCN1/GLRA2/MT1F/MT1H/SLC30A2/MT1G,14,BP
