"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","23/1842","34/4998",0.000250261584197949,0.00282587038823517,0.00216783609118837,"IL18/TNFRSF14/FCER1G/LILRB1/IL10/TLR4/CD36/NOD2/CD74/NLRP3/SASH3/CD226/TGFB3/JAK3/IL18R1/ARG1/BST2/PRKCZ/BCL6/TGFB1/CLC/CD96/APOA2",23
"GO:0051149","GO:0051149","positive regulation of muscle cell differentiation","23/1842","34/4998",0.000250261584197949,0.00282587038823517,0.00216783609118837,"WNT3A/HAMP/CDH15/MYOD1/ADGRB1/EDN1/IGF1/CD53/GPER1/CDON/MEF2C/ARRB2/NFATC2/EFNB2/TNFSF14/MYOCD/MAPK11/TGFB1/RBM24/RIPOR2/ENG/CDH2/GDF15",23
"GO:0043266","GO:0043266","regulation of potassium ion transport","24/1842","36/4998",0.000258419785400751,0.00290072386334452,0.0022252591299691,"LRRC38/ABCC8/KCNMB1/ADRA2A/ANK2/KCNJ2/LRRC55/KCNAB1/KCNIP3/KCNQ1/KCNAB2/KCNH2/FHL1/KCNS2/NOS1AP/GCK/KCNIP4/ATP1B2/NOS3/CD63/KCNN2/MTNR1B/WNK4/DRD2",24
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","24/1842","36/4998",0.000258419785400751,0.00290072386334452,0.0022252591299691,"CYP1A2/CYP1A1/ADGRB1/HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/CYBB/AIF1/CD34/NOS1AP/WDR35/GLA/SLC7A2/NOS3/INSR/AGXT2/SLC30A10",24
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","25/1842","38/4998",0.000263585296996887,0.00294173511523218,0.00225672047099769,"MAPT/ADGRB1/CRP/HBB/KLF2/EDN1/ICAM1/TLR6/RGN/AKR1C3/TLR4/ITGB2/CD36/ITGAM/RIPK3/AIF1/FPR2/NOS1AP/AGTR1/PDGFRB/TGFB1/INSR/CDKN1A/LEP/AGXT2",25
"GO:0002286","GO:0002286","T cell activation involved in immune response","28/1842","44/4998",0.000264399492433889,0.00294173511523218,0.00225672047099769,"SLAMF6/FCGR2B/IL18/HLA-DMB/FCER1G/LILRB1/IL12RB1/ICAM1/TNFSF18/CD86/BCL3/LGALS9/PTGER4/HAVCR2/LEF1/NLRP3/GPR183/ITGAL/MYB/BATF/JAK3/IL18R1/HLX/PRKCZ/BCL6/RIPK2/IL27/RORC",28
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","28/1842","44/4998",0.000264399492433889,0.00294173511523218,0.00225672047099769,"SLAMF6/ZBTB16/IL18/TNFSF8/IL12RB1/SYK/CD86/NCKAP1L/BCL3/LGALS9/PTGER4/LEF1/NLRP3/SASH3/ZAP70/GPR183/SATB1/MYB/BATF/JAK3/ITPKB/IL18R1/HLX/PRKCZ/BCL6/RIPK2/IL27/RORC",28
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","40/1842","69/4998",0.000266221037787435,0.00295334098644891,0.00226562379034244,"SLAMF6/CD28/FCGR2B/IL18/HLA-DMB/FCER1G/LILRB1/IL12RB1/ICAM1/IL10/TLR4/TNFSF18/MFNG/DOCK10/CD86/PTPRC/BCL3/CD180/LGALS9/PTGER4/HAVCR2/LEF1/NLRP3/GPR183/ITGAL/MYB/BATF/GAPT/CD40/JAK3/IL18R1/HLX/NOTCH2/PRKCZ/BCL6/RIPK2/TGFB1/IL27/C17orf99/RORC",40
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","46/1842","82/4998",0.000272302017575842,0.00301199374543074,0.00231061862389812,"LRRC38/ARC/SCN1B/ABCC8/CACNB4/ADRA2A/FGF14/ANK2/CTSS/LRRC55/MMP9/RGN/GSG1L/RYR2/TRPC6/KCNAB1/MYO5A/FHL1/SCN4B/KCNS2/PDE4B/MEF2C/HECW2/CLIC2/TMSB4X/JPH4/NOS1AP/FXYD2/PTAFR/CACNB1/RRAD/ADRB2/RGS9/ATP1B2/CALM1/JPH3/GLRX/SLN/SHANK1/MTNR1B/ABCB1/GEM/REM2/WNK4/DRD2/RELN",46
"GO:0002520","GO:0002520","immune system development","155/1842","338/4998",0.00027497857447077,0.00302761391464887,0.0023226014688023,"FGF10/CR1/TMEM176A/SLAMF6/ZBTB16/TMEM176B/IDO1/PDPN/CD28/FCGR2B/WNT3A/IL18/CTLA4/TLR2/LILRB4/TNFSF9/FCER1G/DHRS2/VNN1/LILRB1/PIK3R6/CBFA2T3/TCIM/LILRB2/DTX1/TNFSF8/KLF2/IL12RB1/PTPRZ1/IL10/SYK/C1QC/KITLG/MMP9/TLR4/TCF21/NFAM1/CCR9/MFNG/DOCK10/CSF1/CD86/PLEK/CD4/TYROBP/NCKAP1L/PTPRC/GAB3/DOCK2/RIPK3/BCL3/HLA-DOA/GAS6/KCNAB2/FOXC1/SPI1/CD74/LGALS9/DCSTAMP/MAFB/CD34/NRROS/CCL3/EVI2B/TRPM2/PTGER4/PRKCB/LILRB3/ACE/HAVCR2/RASGRP4/IFI16/SH2B3/MEF2C/LEF1/NLRP3/NFATC2/NRARP/SASH3/FBN1/ZAP70/GPR183/FLI1/TREM2/RASGRP1/PIK3CD/SIGLEC15/SATB1/BATF2/MYB/BATF/CACNA1C/BVES/CD40/JAG1/TNRC6C/JAK3/GPR68/IL15/TOX/CEBPE/IKZF1/ITPKB/IL18R1/HLX/FST/NKX2-5/FAM20C/TNFRSF11A/TMEM190/HHEX/DLL4/RUNX2/VAV1/TMEM178A/NOTCH2/HIST1H4I/EPB42/KIRREL3/PRKCZ/FOXJ1/EBP/NFE2/AGPAT5/BCL6/RIPK2/TRIM10/FSTL3/TGFB1/HIST1H4H/HIST1H3G/HIST1H3E/SERPINB12/DNAJB9/HIST1H3A/SNX10/CLC/WNT10B/GATA1/LEP/LY6D/SIX1/IL27/INHBA/LTF/SPTA1/CCR7/ADD2/MT1G/KLF1/INHA/C17orf99/RHAG/RORC/HBZ",155
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","16/1842","21/4998",0.000275310174104865,0.00302761391464887,0.0023226014688023,"HLA-F/FCGR2B/IL18/LILRB1/HLA-B/IL12RB1/HLA-A/PTPRC/RIPK3/WAS/NLRP3/SASH3/IL18R1/ARG1/PRKCZ/CLC",16
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","150/1842","326/4998",0.000285259536175951,0.00312796150361722,0.00239958204297689,"FGF10/CR1/TMEM176A/SLAMF6/ZBTB16/TMEM176B/PDPN/CD28/FCGR2B/WNT3A/IL18/CTLA4/TLR2/LILRB4/TNFSF9/FCER1G/DHRS2/VNN1/LILRB1/PIK3R6/CBFA2T3/TCIM/LILRB2/DTX1/TNFSF8/KLF2/IL12RB1/PTPRZ1/IL10/SYK/C1QC/KITLG/MMP9/TLR4/TCF21/NFAM1/CCR9/MFNG/DOCK10/CSF1/CD86/PLEK/CD4/TYROBP/NCKAP1L/PTPRC/GAB3/DOCK2/RIPK3/BCL3/HLA-DOA/GAS6/KCNAB2/FOXC1/SPI1/CD74/LGALS9/DCSTAMP/MAFB/CD34/NRROS/CCL3/EVI2B/TRPM2/PTGER4/PRKCB/LILRB3/ACE/RASGRP4/IFI16/SH2B3/MEF2C/LEF1/NLRP3/NFATC2/NRARP/SASH3/FBN1/ZAP70/GPR183/FLI1/TREM2/RASGRP1/PIK3CD/SIGLEC15/SATB1/BATF2/MYB/BATF/BVES/JAG1/TNRC6C/JAK3/GPR68/IL15/TOX/CEBPE/IKZF1/ITPKB/IL18R1/HLX/FST/NKX2-5/FAM20C/TNFRSF11A/TMEM190/HHEX/DLL4/RUNX2/VAV1/TMEM178A/NOTCH2/HIST1H4I/EPB42/KIRREL3/PRKCZ/FOXJ1/EBP/NFE2/AGPAT5/BCL6/RIPK2/TRIM10/FSTL3/TGFB1/HIST1H4H/HIST1H3G/HIST1H3E/SERPINB12/DNAJB9/HIST1H3A/SNX10/WNT10B/GATA1/LEP/LY6D/SIX1/IL27/INHBA/LTF/SPTA1/CCR7/ADD2/MT1G/KLF1/INHA/C17orf99/RHAG/RORC/HBZ",150
"GO:0034341","GO:0034341","response to interferon-gamma","45/1842","80/4998",0.000291249828779076,0.0031752926735282,0.00243589164118011,"CCL13/HLA-F/CCL8/SLC30A8/CXCL16/CCL2/CCL18/TLR2/CCL3L1/CCL3L3/CCL4/HLA-B/IL12RB1/EDN1/HLA-A/ICAM1/FCGR1A/TLR4/CD44/HCK/HLA-DQA1/HLA-DPA1/IFITM2/AIF1/LGALS9/WAS/FCGR1B/CCL3/HLA-DRA/CASP1/HLA-DPB1/CCL4L1/MRC1/HLA-DRB1/CIITA/CD40/PTAFR/CDC42EP2/HLA-DQA2/ARG1/BST2/TDGF1/CX3CL1/CCL5/KYNU",45
"GO:0050866","GO:0050866","negative regulation of cell activation","45/1842","80/4998",0.000291249828779076,0.0031752926735282,0.00243589164118011,"IDO1/FCGR2B/CTLA4/CD84/TNFRSF14/LILRB1/CD300LF/LILRB2/DTX1/IL10/MILR1/CD86/TNFAIP8L2/PTPRC/APOE/PRKG1/CD74/LGALS9/GPER1/HAVCR2/SLA2/LST1/ADAMTS18/SAMSN1/NRARP/PDE5A/CD300A/MNDA/JAK3/LAG3/HLX/FOXF1/ARG1/GPNMB/CD200/ADORA2A/FOXJ1/BCL6/TSPAN32/TGFB1/NOS3/CX3CL1/RIPOR2/INHBA/INHA",45
"GO:0015672","GO:0015672","monovalent inorganic cation transport","89/1842","180/4998",0.000296320413453565,0.00322131704482185,0.00247119874287168,"SCN1A/LRRC38/SLC24A4/KCNMA1/SCN1B/NALCN/KCNA4/ABCC8/SCN9A/SCN2A/KCNMB1/ATP6V0D2/ADRA2A/KCNJ5/KCNQ3/KCNJ16/FGF13/ATP12A/SCN7A/ANK2/SLC5A9/SLC9A9/SLC17A4/KCNJ2/LRRC55/COX4I2/SCN11A/KCNAB1/KCNIP3/KCNQ1/SLC25A27/KCNAB2/KCNH2/FHL1/SCN4B/TRPM2/KCNS2/KCNK17/ABCC9/NDUFA4L2/HECW2/KCNA3/TMSB4X/KLHL3/KCNK3/P2RY12/NOS1AP/FXYD2/PKD2L1/GCK/SLC38A6/SLC8A1/SLC12A2/NKX2-5/ADRB2/SLC2A6/KCNQ4/KCNJ10/KCNIP4/CLCN4/ATP1B2/NKAIN1/SLC6A8/SLC2A12/MFSD4B/SCNN1G/TGFB1/KCNJ6/NOS3/SLC4A4/GLRX/SLC10A6/SCNN1B/HCN2/PRSS8/CD63/KCNA6/KCNN2/SLC9A2/MTNR1B/KCNH4/SLC38A3/WNK4/ATP2C2/DRD2/ASIC4/ABCB11/KCNA7/RHAG",89
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","38/1842","65/4998",0.000297792784248607,0.0032280737812549,0.00247638210059368,"FGF10/RAMP3/FGF7/CD28/TNFAIP8L3/IL18/PIK3CG/HBEGF/KL/KITLG/AKR1C3/ERBB4/CD86/PIK3R5/GAS6/MYOC/CCL3/CHI3L1/OSM/ARRB2/P2RY12/PIK3CD/HGF/IRS1/IGFBP5/PDGFRB/MEIS3/F3/VAV1/TGFB1/MYDGF/INSR/CX3CL1/EREG/LEP/ENG/CCR7/GDF15",38
"GO:0035239","GO:0035239","tube morphogenesis","151/1842","329/4998",0.000314550642984609,0.00340001464240344,0.00260828468391796,"FGF10/ASB4/RAMP3/TMEM100/STAB2/CCL8/BMP5/WNT3A/IL18/PDE3B/C5/ABCC8/PTPRB/CCL2/APOD/C5AR1/EDA/ADTRP/NRCAM/PIK3R6/ADGRB1/PIK3CG/C3AR1/APOLD1/KLF2/RGCC/EDN1/FGFBP1/IL10/SYK/GDNF/HEY2/NFIB/HYAL1/TNNI3/FOXD1/PECAM1/RYR2/TCF21/MMRN2/WNT2/ITGB2/CSF1/COL4A3/AREG/ADGRB2/SOX18/NTRK2/BMPER/CYBB/FOXC1/NDNF/APOE/SPI1/VEGFC/ROBO4/CD34/PRKCB/SHROOM3/CHI3L1/PRKACB/SPRED1/GJC1/MEF2C/LEF1/GPR4/SPRY1/HIF3A/SEMA3E/ENPP2/NRARP/EFNB2/COL4A4/RSPO3/GBX2/GDF7/STAB1/KLHL3/TBXA2R/ZEB2/HGF/LRP6/RASIP1/RECK/TBX2/CD40/JAG1/APLNR/EGFL7/SRPX2/AGTR1/MYOCD/TNFSF12/PDGFRB/TBX5/MIR483/PGR/RAMP2/APLN/EDNRA/PIK3R3/HLX/DCN/NKX2-5/FOXF1/TBX4/SMOC2/HHEX/PRICKLE1/RHOJ/ANGPTL6/ADGRA2/F3/DLL4/NOTCH3/GATA4/NRP2/GPNMB/HOXD11/EYA1/MIR23A/FLT1/LRG1/ESM1/MYO18B/TGFB1/MYDGF/TGM2/NOS3/NPPB/TDGF1/TRIM71/CX3CL1/ITGB3/NOV/TERT/HK2/EREG/COL23A1/LEP/ENG/WNK4/CCBE1/LOX/PAX2/SIX1/LAMA1/CDH2/ANG/HAND1/HMGA2",151
"GO:0001818","GO:0001818","negative regulation of cytokine production","58/1842","109/4998",0.000317240567924861,0.00341934862132649,0.00262311653801508,"IDO1/SLAMF1/TLR8/FCGR2B/CD84/C5AR2/APOD/NAV3/CMKLR1/LILRB1/KLF2/IL1RL1/RGCC/TLR6/IL33/IL10/SYT11/TLR4/CLEC4A/SRGN/NCKAP1L/PTPRC/CD200R1/BCL3/GAS6/LGALS9/CD34/PTGER4/HAVCR2/LEF1/NLRP3/ARRB2/TMSB4X/RNF125/HGF/TGFB3/JAK3/TRIB2/LAG3/ARG1/BST2/GPNMB/IL1R2/CD200/FOXJ1/BCL6/CIDEA/GBA/TGFB1/CX3CL1/CRYBA1/INHBA/LTF/CD96/CARD17/INHA/APOA2/LBP",58
"GO:0043030","GO:0043030","regulation of macrophage activation","17/1842","23/4998",0.000325732708515044,0.00349104490425445,0.00267811757075259,"FCGR2B/IL1RL1/TLR6/IL33/IL10/TLR4/LRRK2/ITGB2/ITGAM/PTPRC/PLA2G5/CD74/HAVCR2/CD200/SLC7A2/CX3CL1/LBP",17
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","17/1842","23/4998",0.000325732708515044,0.00349104490425445,0.00267811757075259,"HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/AIF1/CD34/NOS1AP/WDR35/GLA/INSR/AGXT2",17
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","10/1842","11/4998",0.000333545833087934,0.00353484047691514,0.00271171487353172,"LILRB1/IL10/TGFB3/JAK3/ARG1/BST2/BCL6/TGFB1/CD96/APOA2",10
"GO:0009595","GO:0009595","detection of biotic stimulus","10/1842","11/4998",0.000333545833087934,0.00353484047691514,0.00271171487353172,"TLR2/TLR1/TLR6/TLR4/NOD2/NLRP3/TREM2/LY96/SCARB1/LBP",10
"GO:0072677","GO:0072677","eosinophil migration","10/1842","11/4998",0.000333545833087934,0.00353484047691514,0.00271171487353172,"CCL13/CCL8/CCL2/CCL4/CCL3/PTGER4/CCL4L1/CD300A/CX3CL1/CCL5",10
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","10/1842","11/4998",0.000333545833087934,0.00353484047691514,0.00271171487353172,"IL18/IL33/MMP9/LRRK2/ITGB2/ITGAM/PTPRC/CD200R1/CD200/CX3CL1",10
"GO:0071396","GO:0071396","cellular response to lipid","104/1842","216/4998",0.000339778506214896,0.00359086254200367,0.00275469159854622,"FAM107A/RAMP3/ADCY2/PENK/WNT3A/IL18/PTGFR/CCL2/HAMP/TLR2/KCNMB1/KLF9/ADTRP/WNT5B/MYOD1/LILRB1/LILRB2/CXCL1/EDN1/ICAM1/PF4V1/CTSG/LY86/IL10/SSTR1/AKR1C3/TLR4/TCF21/SPP1/WNT2/CD36/CD86/CD14/NOD2/HCK/CYP24A1/LPAR1/CD180/NR2F1/PTGER2/ADCY3/HEYL/GPER1/CCL3/PTGER4/CASP1/MAP4K1/HAVCR2/PDE4B/BMP6/MRC1/ZNF366/MEF2C/LEF1/NLRP3/OR51E2/EPHA3/ARRB2/TBXA2R/PLSCR4/PRKAA2/LRP6/MYB/LTK/PDK4/RXRG/CD40/PTAFR/NR3C2/PPBP/IL15/CEBPE/LY96/PGR/RARB/FBXO32/STC1/ARG1/WDR35/PTK6/CCR5/PIAS2/TICAM2/RIPK2/CALR/SCARB1/TGFB1/NOS3/LRP8/CX3CL1/LCN2/ADCY5/FDX1/CCL5/NUGGC/WNT10B/LEP/PAX2/TFPI/INHBA/LTF/CARD17/LBP/RORC",104
"GO:0071216","GO:0071216","cellular response to biotic stimulus","57/1842","107/4998",0.000342973196716978,0.00361455641206727,0.00277286809626446,"FCGR2B/IL18/CCL2/HAMP/TLR2/LILRB1/LILRB2/CXCL1/TLR1/ICAM1/PF4V1/TLR6/CTSG/LY86/IL10/SYK/TLR4/CD36/CD86/CD14/NOD2/IGFBPL1/HCK/CD180/CCL3/CASP1/HAVCR2/PDE4B/BMP6/MRC1/TXNIP/MEF2C/NLRP3/TREM2/TBXA2R/PLSCR4/CD40/PTAFR/PPBP/CEBPE/LY96/ARG1/CCR5/TICAM2/RIPK2/SCARB1/TGFB1/NOS3/HSPA5/CX3CL1/LCN2/CCL5/NUGGC/TFPI/LTF/CARD17/LBP",57
"GO:0030168","GO:0030168","platelet activation","42/1842","74/4998",0.000354769076226819,0.0037285148897633,0.00286029011741407,"PDPN/WNT3A/ADRA2A/FCER1G/PIK3R6/VWF/PIK3CG/HBB/DGKE/PF4V1/SYK/TLR4/TRPC6/GNA14/DGKH/GNA15/F2RL3/PLEK/LCP2/PIK3R5/GAS6/APOE/PRKG1/PRKCB/FERMT3/DGKG/ADAMTS18/ARRB2/P2RY12/PIK3CD/P2RY1/CD40/ADRA2B/GP5/VAV1/SAA1/TSPAN32/NOS3/ITGB3/GP9/GATA1/F2RL2",42
"GO:0006937","GO:0006937","regulation of muscle contraction","34/1842","57/4998",0.000364802923624155,0.00382337649787305,0.00293306218034542,"SPX/ADRA2A/PIK3CG/FGF13/ANK2/EDN1/KCNJ2/TNNI3/RYR2/TNNT1/KCNQ1/PRKG1/GPER1/PDE4B/CLIC2/GUCY1A1/TBXA2R/PDE5A/NOS1AP/CACNA1C/SLC8A1/PTAFR/ADRA2B/MYOCD/ADRA1B/TNNC2/DOCK4/NKX2-5/ADRB2/STC1/GATA4/CALM1/TNNI1/TACR3",34
"GO:0015844","GO:0015844","monoamine transport","18/1842","25/4998",0.000369123982832821,0.00384740766721902,0.00295149743358227,"ADRA2A/FCER1G/LILRB1/SYT11/SYK/GDNF/SYT15/SNCG/SYT3/P2RY12/P2RY1/ADRA2B/SLC22A3/HTR1B/ADORA2A/CXCL12/SYT12/DRD2",18
"GO:1905517","GO:1905517","macrophage migration","18/1842","25/4998",0.000369123982832821,0.00384740766721902,0.00295149743358227,"MCOLN2/C5/CCL2/C5AR1/CMKLR1/MMP28/C3AR1/RARRES2/CSF1/CD200R1/CCL3/CKLF/P2RY12/CYP19A1/CD200/SAA1/CX3CL1/CCL5",18
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","175/1842","389/4998",0.000372613470855775,0.00387313837925154,0.00297123647272161,"RAMP3/ADCY2/PENK/FCGR2B/PDE2A/MAPT/WNT3A/IL18/PDE3B/SPAAR/AOC1/PDE3A/PTGFR/CCL2/HAMP/TLR2/KCNMB1/KLF9/ATP6V0D2/WNT5B/ADRA2A/FOLR2/MYOD1/LILRB1/PIK3CG/LILRB2/CXCL1/KLF2/KL/EDN1/IGF1/ICAM1/PF4V1/TLR6/CTSG/LY86/IL10/CPEB2/SESN3/SSTR1/FBLN5/MMP9/RGN/AKR1C3/TLR4/RYR2/TRPC6/LRRK2/SPP1/WNT2/GNA15/CD36/CD86/CD14/NOD2/HCK/CYP24A1/NTRK2/LPAR1/CYBB/KCNQ1/GAS6/CD180/AIF1/MYO5A/SPI1/PTGER2/ADCY3/PTPRN2/GPER1/SOD3/CCL3/GUCY1B1/TRPM2/PTGER4/CASP1/PRKCB/MAP4K1/HAVCR2/PDE4B/PRKACB/SLA2/BMP6/MRC1/MEF2C/FPR2/ADCY4/NLRP3/OR51E2/EPHA3/FBN1/GPR27/TREM2/TBXA2R/P2RY12/PLSCR4/PRKAA2/HGF/LRP6/P2RY1/MYB/LTK/PDK4/IRS1/ENPP1/GCK/CLEC7A/GRB14/CD40/SLC8A1/PTAFR/CSH1/AKR1C1/JAK3/GPR68/IGFBP5/AGTR1/PPBP/IL15/CEBPE/LY96/PLCB1/CACNB1/RARB/PIK3R3/ADRB2/FBXO32/STC1/PDGFC/ARG1/WDR35/CSHL1/PTK6/GATA4/CCR5/HSP90B1/PRKCZ/TICAM2/RAB11FIP5/RIPK2/CYP11A1/SCARB1/TGFB1/NOS3/INSR/LRP8/HSPA5/HCN2/CX3CL1/LCN2/PTPRN/MGST1/CHRM4/NEURL1/ADCY5/FDX1/CCL5/NUGGC/WNT10B/MLXIPL/ANO1/LEP/PAX2/SIX1/TFPI/INHBA/LTF/KLF1/GDF15/CARD17/LBP/NCF1/RORC/SLC30A10/PKLR",175
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","46/1842","83/4998",0.000395628772273672,0.00410113541531779,0.00314614194804919,"LRRC38/ARC/SCN1B/ABCC8/CACNB4/ADRA2A/FGF14/ANK2/CTSS/LRRC55/MMP9/RGN/GSG1L/RYR2/TRPC6/KCNAB1/MYO5A/FHL1/SCN4B/KCNS2/PDE4B/MEF2C/HECW2/CLIC2/TMSB4X/JPH4/NOS1AP/FXYD2/PTAFR/CACNB1/RRAD/ADRB2/RGS9/ATP1B2/CALM1/JPH3/GLRX/SLN/SHANK1/MTNR1B/ABCB1/GEM/REM2/WNK4/DRD2/RELN",46
"GO:0019730","GO:0019730","antimicrobial humoral response","19/1842","27/4998",0.000404904938984597,0.00418585650819499,0.00321113482372698,"CCL13/CXCL1/PF4V1/CTSG/RARRES2/RNASE6/REG3G/CAMP/BCL3/LYZ/PLA2G2A/MMP7/PPBP/HIST1H2BK/HIST1H2BG/LCN2/DMBT1/LTF/HIST1H2BF",19
"GO:0015893","GO:0015893","drug transport","39/1842","68/4998",0.000428627249085532,0.00440707800279271,0.00338084251525174,"C2orf83/FOLR2/ABCA8/HBB/EDN1/SYT11/GDNF/HBG2/TCN2/SYT15/SNCG/CUBN/SYT3/SLC1A7/SLC22A18/ABCB5/SLC22A3/HTR1B/SLC44A4/ARG1/KCNJ10/ADORA2A/EBP/SLC6A8/SLC19A2/ABCG2/SLC7A2/SLC25A30/CXCL12/SYT12/SLC6A9/ABCB1/SLC38A3/INHBA/DRD2/CD320/RHAG/HBZ/HBE1",39
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","39/1842","68/4998",0.000428627249085532,0.00440707800279271,0.00338084251525174,"FGF10/FGF7/TGFA/BMP5/WNT3A/C5AR2/C5AR1/HTR2B/IGF1/FGFBP1/IL10/HYAL1/WNT2/REG3G/NOD2/VEGFC/BMP6/NRARP/APLNR/EGFL7/AGTR1/TNFSF12/APLN/ARG1/F3/NRP2/CCND1/EYA1/MIR23A/HTRA1/LRG1/CXCL12/TGFB1/MYDGF/PTPRN/ITGB3/CCL5/PAX2/ANG",39
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","20/1842","29/4998",0.000433089355453056,0.00442895152180295,0.00339762255022755,"IL18/CCL2/TLR2/LY86/TLR4/CD14/HCK/CD180/CCL3/BMP6/PTAFR/LY96/RIPK2/SCARB1/TGFB1/NOS3/CX3CL1/CCL5/LTF/LBP",20
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","20/1842","29/4998",0.000433089355453056,0.00442895152180295,0.00339762255022755,"TLR2/HBB/KLF2/EDN1/ICAM1/TLR6/IL10/RGN/TLR4/ITGB2/CD36/AIF1/CD34/NOS1AP/WDR35/GLA/SLC7A2/NOS3/INSR/AGXT2",20
"GO:0048863","GO:0048863","stem cell differentiation","44/1842","79/4998",0.000455306325019961,0.0046245999764949,0.00354771215909008,"WNT10A/WNT3A/HTR2B/EDN1/A2M/GDNF/KITLG/ERBB4/PTPRC/SOX18/SEMA3C/FOXC1/SEMA6B/SEMA3A/ACE/SOX5/MEF2C/SEMA3E/GBX2/ZEB2/LRP6/MYB/BATF/SEMA3G/POU6F2/TBX2/ELL3/JAG1/MYOCD/TBX5/EDNRA/NKX2-5/PRICKLE1/SEMA6D/GATA4/RUNX2/NRP2/RBM24/CYP26C1/GATA1/NTF4/PAX2/EPCAM/HMGA2",44
"GO:0042107","GO:0042107","cytokine metabolic process","28/1842","45/4998",0.000455877804746729,0.0046245999764949,0.00354771215909008,"CD28/TLR8/IL18/TLR7/LILRB1/TLR1/TLR6/IL10/SYK/TLR4/CD86/CD4/PTPRC/CYBB/BCL3/PTAFR/TRIB2/TNFSF15/CEBPE/LAG3/FOXJ1/EBI3/EREG/IL27/INHBA/INHA/APOA2/LBP",28
"GO:0051384","GO:0051384","response to glucocorticoid","28/1842","45/4998",0.000455877804746729,0.0046245999764949,0.00354771215909008,"FAM107A/HSD3B2/KLF9/MYOD1/EDN1/ICAM1/IL10/AREG/SLIT3/AIF1/BMP6/IGFBP2/ABCA3/PTAFR/IGFBP7/FBXO32/STC1/ARG1/CCND1/CALM1/CDO1/HSD3B1/GBA/TGFB1/SDC1/CDKN1A/APOA2/ALPL",28
"GO:0050764","GO:0050764","regulation of phagocytosis","22/1842","33/4998",0.000468430611706692,0.00473926864217383,0.0036356789933165,"C4BPB/FCGR2B/CCL2/TLR2/FCER1G/C2/CD300LF/SYT11/SYK/CD36/ITGAM/NCKAP1L/HCK/PTPRC/DOCK2/GAS6/CAMK1D/CD300A/FGR/CALR/SCARB1/TGFB1",22
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","14/1842","18/4998",0.000476550556427566,0.0047958430002286,0.00367907940394309,"APOD/IL10/AIF1/PRKG1/GPER1/PTGIR/MEF2C/TGFB3/IGFBP5/MYOCD/IL15/APLN/CDKN1A/ANG",14
"GO:0050432","GO:0050432","catecholamine secretion","14/1842","18/4998",0.000476550556427566,0.0047958430002286,0.00367907940394309,"ADRA2A/SYT11/GDNF/SYT15/SNCG/SYT3/P2RY12/P2RY1/ADRA2B/HTR1B/ADORA2A/CXCL12/SYT12/DRD2",14
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","25/1842","39/4998",0.000479100216069036,0.00480874661313736,0.00368897827187659,"IL18/TLR2/EDA/TLR7/TCIM/EDN1/TLR6/TLR4/SAMD5/CD14/NOD2/BCL3/LGALS9/CHI3L1/HAVCR2/NLRP3/TMSB4X/TNFSF14/TNFRSF10A/UACA/TNFSF15/IL18R1/PTP4A3/CALR/NOV",25
"GO:0002440","GO:0002440","production of molecular mediator of immune response","37/1842","64/4998",0.000483476406851408,0.00483468214545675,0.00370887443669726,"CD28/FCGR2B/TNFSF13B/IL18/TNFRSF14/CD22/TLR2/FCER1G/LILRB1/IL33/IL10/TLR4/CD36/NOD2/PTPRC/GAS6/CD74/NLRP3/SASH3/CD226/MMP7/BATF/TGFB3/GAPT/CD40/JAK3/IL18R1/ARG1/BST2/PRKCZ/BCL6/TGFB1/DNAJB9/CLC/CD96/C17orf99/APOA2",37
